"date","adjusted"
2015-04-30,17840.519531
2015-05-31,18010.679688
2015-06-30,17619.509766
2015-07-31,17689.859375
2015-08-31,16528.029297
2015-09-30,16284.700195
2015-10-31,17663.539063
2015-11-30,17719.919922
2015-12-31,17425.029297
2016-01-31,16466.300781
2016-02-29,16516.5
2016-03-31,17685.089844
2016-04-30,17773.640625
2016-05-31,17787.199219
2016-06-30,17929.990234
2016-07-31,18432.240234
2016-08-31,18400.880859
2016-09-30,18308.150391
2016-10-31,18142.419922
2016-11-30,19123.580078
2016-12-31,19762.599609
2017-01-31,19864.089844
2017-02-28,20812.240234
2017-03-31,20663.220703
2017-04-30,20940.509766
2017-05-31,21008.650391
2017-06-30,21349.630859
2017-07-31,21891.119141
2017-08-31,21948.099609
2017-09-30,22405.089844
2017-10-31,23377.240234
2017-11-30,24272.349609
2017-12-31,24719.220703
2018-01-31,26149.390625
2018-02-28,25029.199219
2018-03-31,24103.109375
2018-04-30,24163.150391
2018-05-31,24415.839844
2018-06-30,24271.410156
2018-07-31,25415.189453
2018-08-31,25986.919922
